accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
14838,Mumbai,Maharashtra,19.045608,72.772401,10-12-2023,14:00,14,Sunday,1,urban,1,0,rain,medium,16,medium,poor road,fatal,2,2,0,None,0.45
14839,Bangalore,Karnataka,13.170232,77.77601,30-12-2022,16:00,16,Friday,0,highway,5,0,rain,medium,38,low,overspeeding,minor,1,0,0,None,0.25
14840,Pune,Maharashtra,18.494591,73.962673,17-07-2022,07:00,7,Sunday,1,rural,5,0,clear,high,16,low,drunk driving,major,4,0,0,None,0.1
14841,Kolkata,West Bengal,22.647966,88.46242,21-07-2024,05:00,5,Sunday,1,highway,4,0,clear,high,34,high,poor road,minor,4,0,0,None,0.3
14842,Mumbai,Maharashtra,19.253383,72.761699,08-03-2025,19:00,19,Saturday,1,urban,5,0,fog,low,29,high,drunk driving,minor,1,1,1,None,0.8
14843,Bangalore,Karnataka,12.871464,77.577812,08-04-2025,12:00,12,Tuesday,0,highway,5,0,fog,low,18,high,overspeeding,major,4,4,0,None,0.65
14844,Pune,Maharashtra,18.400087,73.956382,27-07-2024,18:00,18,Saturday,1,rural,5,0,fog,low,37,medium,poor road,minor,5,3,1,None,0.6
14845,Delhi,Delhi,28.797182,76.835441,20-04-2022,17:00,17,Wednesday,0,urban,3,0,rain,medium,26,high,distraction,minor,4,2,1,None,0.6
14846,Chandigarh,Punjab,30.771477,76.734942,05-10-2024,20:00,20,Saturday,1,rural,2,0,fog,low,27,low,drunk driving,fatal,2,2,0,None,0.65
14847,Kolkata,West Bengal,22.582039,88.376337,30-09-2023,23:00,23,Saturday,1,rural,3,1,rain,low,17,high,poor road,fatal,5,5,0,None,0.85
14848,Mumbai,Maharashtra,19.11473,72.802569,17-02-2023,15:00,15,Friday,0,highway,1,1,rain,low,36,low,poor road,minor,3,2,0,None,0.45
14849,Hyderabad,Telangana,17.570704,78.535378,18-04-2023,12:00,12,Tuesday,0,urban,1,0,clear,high,26,low,poor road,minor,2,1,0,None,0.1
14850,Pune,Maharashtra,18.468342,73.892114,19-10-2023,13:00,13,Thursday,0,highway,2,1,clear,high,36,medium,weather,minor,2,2,0,None,0.1
14851,Delhi,Delhi,28.459159,77.244508,28-01-2025,20:00,20,Tuesday,0,rural,2,1,fog,low,26,low,overspeeding,minor,1,0,0,None,0.45
14852,Chandigarh,Punjab,30.654113,76.777371,16-12-2024,02:00,2,Monday,0,rural,2,1,clear,high,27,low,poor road,major,3,1,0,None,0.1
14853,Hyderabad,Telangana,17.285035,78.487767,15-03-2022,14:00,14,Tuesday,0,highway,1,1,fog,low,38,medium,drunk driving,minor,3,0,0,None,0.45
14854,Delhi,Delhi,28.446283,76.873009,26-07-2024,13:00,13,Friday,0,highway,4,0,clear,high,28,high,distraction,minor,5,1,0,None,0.3
14855,Mumbai,Maharashtra,19.001953,72.983033,25-04-2022,06:00,6,Monday,0,urban,3,1,rain,medium,38,high,poor road,major,1,1,0,None,0.45
14856,Delhi,Delhi,28.718382,76.872405,11-12-2023,23:00,23,Monday,0,highway,4,1,fog,low,27,low,overspeeding,minor,5,5,0,None,0.45
14857,Bangalore,Karnataka,12.964904,77.726534,10-03-2025,14:00,14,Monday,0,highway,3,0,clear,high,32,high,poor road,minor,1,1,0,None,0.3
14858,Chennai,Tamil Nadu,12.948572,80.261677,20-07-2023,04:00,4,Thursday,0,highway,1,0,fog,low,26,medium,poor road,major,5,0,0,None,0.45
14859,Mumbai,Maharashtra,18.833042,72.78305,22-08-2022,12:00,12,Monday,0,rural,2,1,fog,low,19,medium,weather,minor,3,2,0,None,0.45
14860,Chennai,Tamil Nadu,12.809652,80.255162,03-06-2024,13:00,13,Monday,0,rural,1,0,fog,low,22,medium,overspeeding,major,2,2,0,None,0.45
14861,Bangalore,Karnataka,12.849346,77.556592,17-01-2025,01:00,1,Friday,0,rural,4,1,fog,low,36,low,distraction,minor,5,4,0,None,0.45
14862,Mumbai,Maharashtra,18.881986,72.869101,02-02-2025,19:00,19,Sunday,1,urban,1,0,clear,high,29,high,poor road,minor,5,3,1,None,0.45
14863,Chennai,Tamil Nadu,12.942968,80.277063,20-09-2022,07:00,7,Tuesday,0,urban,2,0,fog,low,35,medium,poor road,major,4,0,0,None,0.45
14864,Chennai,Tamil Nadu,12.968336,80.120643,09-08-2024,07:00,7,Friday,0,highway,2,0,clear,high,29,low,poor road,minor,1,1,0,None,0.1
14865,Kolkata,West Bengal,22.485882,88.443976,07-02-2023,06:00,6,Tuesday,0,urban,3,1,rain,medium,18,high,overspeeding,fatal,3,3,0,None,0.65
14866,Mumbai,Maharashtra,19.032498,72.825365,05-05-2023,06:00,6,Friday,0,urban,3,1,fog,low,17,low,drunk driving,fatal,4,4,0,None,0.65
14867,Bangalore,Karnataka,13.096027,77.437996,07-08-2024,03:00,3,Wednesday,0,highway,5,1,rain,medium,26,medium,weather,minor,1,0,0,None,0.25
14868,Bangalore,Karnataka,13.013317,77.617879,22-06-2023,10:00,10,Thursday,0,highway,4,0,clear,high,27,low,overspeeding,fatal,5,5,1,None,0.45
14869,Bangalore,Karnataka,13.13568,77.726156,03-12-2024,10:00,10,Tuesday,0,urban,3,1,clear,high,17,high,overspeeding,minor,5,1,1,None,0.45
14870,Chandigarh,Punjab,30.686442,76.727034,09-07-2022,01:00,1,Saturday,1,rural,5,1,fog,low,24,low,overspeeding,minor,4,4,0,None,0.45
14871,Delhi,Delhi,28.46439,77.253669,04-11-2022,09:00,9,Friday,0,rural,3,0,rain,medium,17,high,overspeeding,major,1,1,1,None,0.6
14872,Delhi,Delhi,28.630677,76.958626,06-07-2023,04:00,4,Thursday,0,highway,1,1,rain,low,21,low,drunk driving,major,3,2,0,None,0.45
14873,Chandigarh,Punjab,30.688062,76.860393,21-08-2023,12:00,12,Monday,0,urban,6,1,fog,low,33,low,distraction,minor,2,1,0,None,0.45
14874,Hyderabad,Telangana,17.234378,78.512292,14-08-2024,17:00,17,Wednesday,0,highway,1,1,rain,low,16,medium,overspeeding,major,1,1,1,None,0.6
14875,Chennai,Tamil Nadu,12.850028,80.191803,06-05-2022,13:00,13,Friday,0,rural,4,0,clear,high,29,low,weather,minor,5,3,0,None,0.1
14876,Chandigarh,Punjab,30.743071,76.848972,05-11-2024,15:00,15,Tuesday,0,highway,2,0,clear,high,35,medium,poor road,minor,4,2,0,None,0.1
14877,Delhi,Delhi,28.568724,76.828241,05-09-2022,21:00,21,Monday,0,urban,2,1,fog,low,18,medium,overspeeding,minor,4,0,0,None,0.45
14878,Kolkata,West Bengal,22.509296,88.286248,20-09-2024,04:00,4,Friday,0,highway,4,0,fog,low,28,medium,poor road,minor,5,2,0,None,0.45
14879,Mumbai,Maharashtra,19.115464,72.981583,04-05-2024,16:00,16,Saturday,1,highway,5,1,clear,high,23,high,poor road,fatal,4,4,0,None,0.5
14880,Kolkata,West Bengal,22.459138,88.290182,23-08-2023,12:00,12,Wednesday,0,urban,4,1,rain,low,26,high,distraction,minor,3,3,0,None,0.65
14881,Chandigarh,Punjab,30.699893,76.835737,13-04-2023,13:00,13,Thursday,0,rural,1,1,fog,low,24,low,distraction,major,2,1,0,None,0.45
14882,Mumbai,Maharashtra,18.968694,72.91192,14-01-2025,18:00,18,Tuesday,0,rural,3,1,fog,low,38,low,poor road,minor,4,3,1,None,0.6
14883,Delhi,Delhi,28.697994,76.87602,22-04-2022,20:00,20,Friday,0,rural,2,0,rain,low,25,medium,poor road,minor,5,3,0,None,0.45
14884,Mumbai,Maharashtra,19.124691,72.871169,17-03-2025,01:00,1,Monday,0,rural,3,0,fog,low,22,medium,poor road,minor,4,2,0,None,0.45
14885,Chandigarh,Punjab,30.715255,76.751519,09-09-2022,21:00,21,Friday,0,rural,4,0,clear,high,29,medium,poor road,minor,2,2,0,None,0.1
14886,Delhi,Delhi,28.729777,77.00814,27-02-2023,01:00,1,Monday,0,urban,5,1,clear,high,31,medium,drunk driving,minor,1,0,0,None,0.1
14887,Bangalore,Karnataka,12.815125,77.541815,04-02-2022,18:00,18,Friday,0,urban,1,1,fog,low,34,high,distraction,fatal,4,4,1,None,1
14888,Pune,Maharashtra,18.642348,73.849321,26-03-2022,07:00,7,Saturday,1,highway,2,0,rain,medium,31,high,distraction,major,4,1,0,None,0.45
14889,Pune,Maharashtra,18.512472,73.821869,04-12-2023,02:00,2,Monday,0,rural,6,1,rain,medium,35,low,distraction,fatal,5,5,0,None,0.45
14890,Mumbai,Maharashtra,18.863126,72.757525,05-04-2022,21:00,21,Tuesday,0,rural,2,1,fog,low,37,medium,distraction,fatal,2,2,0,None,0.65
14891,Chennai,Tamil Nadu,13.014094,80.235826,13-12-2024,22:00,22,Friday,0,urban,4,1,clear,high,22,low,poor road,minor,5,2,0,None,0.1
14892,Bangalore,Karnataka,13.088474,77.603386,30-07-2022,02:00,2,Saturday,1,highway,4,0,rain,medium,22,high,distraction,minor,2,2,0,None,0.45
14893,Hyderabad,Telangana,17.449276,78.577602,27-04-2023,12:00,12,Thursday,0,highway,6,1,clear,high,32,high,overspeeding,minor,2,2,0,None,0.3
14894,Hyderabad,Telangana,17.243399,78.225332,12-08-2024,12:00,12,Monday,0,highway,3,0,fog,low,34,low,weather,minor,2,2,0,None,0.45
14895,Chandigarh,Punjab,30.754173,76.723029,16-02-2022,17:00,17,Wednesday,0,urban,4,1,rain,low,21,high,poor road,minor,5,3,1,None,0.8
14896,Pune,Maharashtra,18.511035,73.948101,19-07-2023,18:00,18,Wednesday,0,highway,4,0,rain,low,38,high,drunk driving,minor,1,0,1,None,0.8
14897,Hyderabad,Telangana,17.474124,78.552167,28-02-2023,17:00,17,Tuesday,0,urban,4,1,fog,low,15,high,drunk driving,major,5,2,1,None,0.8
14898,Chandigarh,Punjab,30.617054,76.790314,02-09-2023,11:00,11,Saturday,1,rural,5,1,clear,high,19,high,drunk driving,minor,2,2,0,None,0.3
14899,Kolkata,West Bengal,22.602665,88.363926,03-06-2024,18:00,18,Monday,0,urban,2,1,rain,medium,39,medium,poor road,major,2,2,1,None,0.4
14900,Chennai,Tamil Nadu,13.108862,80.262289,13-08-2023,06:00,6,Sunday,1,highway,4,0,rain,medium,40,low,poor road,fatal,5,5,0,None,0.45
14901,Delhi,Delhi,28.774192,77.074827,25-01-2023,20:00,20,Wednesday,0,urban,5,0,clear,high,26,high,poor road,fatal,4,4,0,None,0.5
14902,Pune,Maharashtra,18.68418,73.886294,22-10-2024,15:00,15,Tuesday,0,urban,4,1,clear,high,15,medium,distraction,minor,5,1,0,None,0.1
14903,Chandigarh,Punjab,30.726047,76.899335,15-05-2023,20:00,20,Monday,0,rural,4,0,fog,low,30,medium,weather,minor,1,0,0,None,0.45
14904,Chennai,Tamil Nadu,13.142371,80.275348,25-06-2022,06:00,6,Saturday,1,urban,6,0,clear,high,32,high,weather,minor,4,2,0,None,0.3
14905,Chennai,Tamil Nadu,13.032528,80.279551,27-01-2022,17:00,17,Thursday,0,highway,3,1,clear,high,30,medium,distraction,major,1,1,1,None,0.25
14906,Chennai,Tamil Nadu,12.8951,80.115992,14-04-2024,04:00,4,Sunday,1,highway,6,0,clear,high,16,low,distraction,minor,2,0,0,None,0.1
14907,Mumbai,Maharashtra,19.252079,72.855958,14-08-2022,18:00,18,Sunday,1,urban,6,0,fog,low,22,high,drunk driving,minor,5,0,1,None,0.8
14908,Kolkata,West Bengal,22.522057,88.484733,13-09-2024,04:00,4,Friday,0,highway,5,0,fog,low,23,low,weather,minor,1,0,0,None,0.45
14909,Chandigarh,Punjab,30.60446,76.807658,09-03-2022,22:00,22,Wednesday,0,rural,6,0,clear,high,15,low,poor road,minor,5,0,0,None,0.1
14910,Mumbai,Maharashtra,19.234203,72.993073,01-10-2023,20:00,20,Sunday,1,rural,4,0,rain,medium,24,low,drunk driving,minor,5,2,0,None,0.25
14911,Kolkata,West Bengal,22.604753,88.362356,04-10-2024,01:00,1,Friday,0,highway,3,1,rain,medium,38,low,overspeeding,major,5,2,0,None,0.25
14912,Chennai,Tamil Nadu,13.002041,80.281399,14-09-2022,04:00,4,Wednesday,0,rural,4,1,clear,high,18,medium,overspeeding,minor,3,2,0,None,0.1
14913,Pune,Maharashtra,18.472589,73.78862,10-08-2024,21:00,21,Saturday,1,urban,4,0,fog,low,20,high,drunk driving,fatal,4,4,0,None,0.85
14914,Chennai,Tamil Nadu,13.02471,80.240896,13-11-2023,07:00,7,Monday,0,highway,4,1,fog,low,17,low,drunk driving,major,2,0,0,None,0.45
14915,Chennai,Tamil Nadu,13.011333,80.20639,07-10-2023,17:00,17,Saturday,1,urban,6,1,rain,low,31,high,distraction,minor,2,0,1,None,0.8
14916,Kolkata,West Bengal,22.493256,88.215399,18-01-2024,07:00,7,Thursday,0,highway,6,0,clear,high,20,medium,overspeeding,minor,4,1,0,None,0.1
14917,Bangalore,Karnataka,13.086425,77.573286,11-01-2025,03:00,3,Saturday,1,urban,4,0,fog,low,37,low,poor road,minor,3,3,0,None,0.45
14918,Chandigarh,Punjab,30.673887,76.781148,26-11-2023,03:00,3,Sunday,1,highway,4,1,clear,high,39,medium,distraction,minor,1,0,0,None,0.1
14919,Chandigarh,Punjab,30.603267,76.871541,31-03-2023,09:00,9,Friday,0,highway,2,0,fog,low,39,low,overspeeding,fatal,1,1,1,None,0.8
14920,Kolkata,West Bengal,22.577775,88.255991,12-08-2022,05:00,5,Friday,0,rural,2,0,rain,low,36,high,drunk driving,minor,5,3,0,None,0.65
14921,Pune,Maharashtra,18.506772,73.883726,10-12-2023,21:00,21,Sunday,1,highway,3,1,rain,medium,30,high,overspeeding,fatal,4,4,0,None,0.65
14922,Mumbai,Maharashtra,18.907045,72.90432,25-11-2022,11:00,11,Friday,0,rural,2,1,rain,low,31,medium,poor road,major,2,1,0,None,0.45
14923,Mumbai,Maharashtra,18.929845,72.78748,15-04-2024,06:00,6,Monday,0,urban,3,1,clear,high,22,high,drunk driving,major,5,1,0,None,0.3
14924,Mumbai,Maharashtra,19.095646,72.919324,15-12-2024,14:00,14,Sunday,1,rural,4,0,fog,low,23,medium,weather,minor,5,0,0,None,0.45
14925,Pune,Maharashtra,18.4348,73.94046,28-11-2023,02:00,2,Tuesday,0,highway,2,1,clear,high,30,low,drunk driving,minor,3,0,0,None,0.1
14926,Chandigarh,Punjab,30.743162,76.84929,25-02-2024,16:00,16,Sunday,1,highway,1,0,fog,low,16,low,overspeeding,minor,1,0,0,None,0.45
14927,Kolkata,West Bengal,22.563988,88.42185,02-04-2023,23:00,23,Sunday,1,rural,5,1,fog,low,21,high,distraction,minor,1,1,0,None,0.65
14928,Chandigarh,Punjab,30.676437,76.755113,06-03-2025,01:00,1,Thursday,0,rural,1,1,fog,low,33,low,weather,minor,4,2,0,None,0.45
14929,Bangalore,Karnataka,13.055659,77.523196,05-04-2025,15:00,15,Saturday,1,urban,5,0,clear,high,21,high,poor road,minor,2,2,0,None,0.3
14930,Chandigarh,Punjab,30.681713,76.749413,13-06-2024,09:00,9,Thursday,0,highway,5,1,fog,low,16,medium,overspeeding,minor,1,0,1,None,0.6
14931,Kolkata,West Bengal,22.493932,88.287838,08-03-2023,05:00,5,Wednesday,0,highway,3,0,clear,high,17,high,distraction,major,2,2,0,Holi,0.4
14932,Bangalore,Karnataka,12.99561,77.420269,05-03-2025,11:00,11,Wednesday,0,highway,4,1,fog,low,21,low,poor road,major,4,0,0,None,0.45
14933,Hyderabad,Telangana,17.262809,78.403526,16-03-2022,04:00,4,Wednesday,0,highway,4,0,fog,low,39,low,drunk driving,major,4,2,0,None,0.45
14934,Hyderabad,Telangana,17.291388,78.212621,03-07-2022,23:00,23,Sunday,1,rural,3,1,fog,low,22,medium,distraction,minor,5,3,0,None,0.45
14935,Delhi,Delhi,28.55442,77.01588,18-02-2025,02:00,2,Tuesday,0,urban,5,0,clear,high,28,medium,drunk driving,major,5,0,0,None,0.1
14936,Chennai,Tamil Nadu,12.888235,80.289915,18-12-2024,18:00,18,Wednesday,0,highway,3,1,clear,high,16,medium,distraction,minor,3,3,1,None,0.25
14937,Bangalore,Karnataka,13.185156,77.425328,22-05-2024,07:00,7,Wednesday,0,urban,4,0,clear,high,15,low,distraction,minor,5,3,0,None,0.1
14938,Chandigarh,Punjab,30.643067,76.708347,20-11-2024,06:00,6,Wednesday,0,highway,3,0,fog,low,25,high,distraction,major,2,0,0,None,0.65
14939,Kolkata,West Bengal,22.563058,88.384692,01-07-2023,08:00,8,Saturday,1,urban,4,1,fog,low,33,high,weather,minor,4,1,1,None,0.8
14940,Hyderabad,Telangana,17.383522,78.452421,30-12-2023,08:00,8,Saturday,1,rural,3,0,rain,low,27,medium,drunk driving,major,1,0,1,None,0.6
14941,Hyderabad,Telangana,17.430215,78.477716,29-11-2023,05:00,5,Wednesday,0,highway,4,1,fog,low,40,medium,drunk driving,major,1,0,0,None,0.45
14942,Kolkata,West Bengal,22.568414,88.35665,20-05-2022,11:00,11,Friday,0,urban,3,1,fog,low,22,medium,weather,fatal,2,2,0,None,0.65
14943,Chandigarh,Punjab,30.652468,76.898362,24-09-2024,19:00,19,Tuesday,0,highway,6,0,fog,low,37,medium,overspeeding,major,1,1,1,None,0.6
14944,Bangalore,Karnataka,13.014092,77.556785,26-09-2024,03:00,3,Thursday,0,rural,5,0,fog,low,31,low,distraction,minor,4,3,0,None,0.45
14945,Bangalore,Karnataka,13.151228,77.626964,23-12-2022,14:00,14,Friday,0,highway,2,0,clear,high,40,low,distraction,minor,1,1,0,None,0.1
14946,Chennai,Tamil Nadu,13.085631,80.152039,14-12-2022,10:00,10,Wednesday,0,highway,1,1,rain,medium,22,medium,distraction,major,2,1,1,None,0.4
14947,Mumbai,Maharashtra,18.931505,72.905386,12-10-2024,19:00,19,Saturday,1,rural,3,1,clear,high,35,medium,overspeeding,major,3,2,1,None,0.25
14948,Bangalore,Karnataka,12.818891,77.483768,28-02-2023,15:00,15,Tuesday,0,highway,1,0,fog,low,34,low,drunk driving,major,5,2,0,None,0.45
14949,Delhi,Delhi,28.466984,76.856788,22-02-2024,21:00,21,Thursday,0,highway,4,1,clear,high,31,low,overspeeding,fatal,3,3,0,None,0.3
14950,Kolkata,West Bengal,22.511821,88.476252,02-02-2022,15:00,15,Wednesday,0,rural,1,0,clear,high,28,medium,poor road,major,1,0,0,None,0.1
14951,Bangalore,Karnataka,13.112586,77.772788,05-09-2023,09:00,9,Tuesday,0,urban,4,1,fog,low,34,medium,weather,minor,4,2,1,None,0.6
14952,Hyderabad,Telangana,17.211357,78.357159,16-05-2023,20:00,20,Tuesday,0,highway,2,1,rain,medium,39,medium,distraction,major,3,0,0,None,0.25
14953,Hyderabad,Telangana,17.553338,78.412488,30-04-2022,21:00,21,Saturday,1,highway,2,0,fog,low,20,low,weather,fatal,1,1,0,None,0.65
14954,Hyderabad,Telangana,17.525811,78.452404,24-11-2024,13:00,13,Sunday,1,urban,6,1,fog,low,32,medium,drunk driving,major,1,0,0,None,0.45
14955,Chandigarh,Punjab,30.708015,76.889644,13-04-2024,20:00,20,Saturday,1,rural,1,0,fog,low,15,low,overspeeding,minor,2,2,0,None,0.45
14956,Kolkata,West Bengal,22.687422,88.29649,09-12-2023,11:00,11,Saturday,1,urban,2,1,rain,low,30,low,poor road,major,2,2,0,None,0.45
14957,Mumbai,Maharashtra,18.834321,72.922573,20-03-2023,01:00,1,Monday,0,rural,2,0,fog,low,40,low,overspeeding,minor,1,0,0,None,0.45
14958,Mumbai,Maharashtra,19.165522,72.99411,15-10-2022,04:00,4,Saturday,1,urban,4,1,fog,low,19,low,overspeeding,minor,3,0,0,None,0.45
14959,Pune,Maharashtra,18.557063,73.861022,08-05-2022,18:00,18,Sunday,1,highway,2,0,rain,medium,29,medium,weather,minor,1,0,1,None,0.4
14960,Chandigarh,Punjab,30.661904,76.863041,06-10-2023,15:00,15,Friday,0,highway,1,0,fog,low,28,medium,weather,minor,5,3,0,None,0.45
14961,Mumbai,Maharashtra,19.21876,72.865374,31-12-2023,04:00,4,Sunday,1,rural,2,1,clear,high,15,low,weather,major,5,4,0,None,0.1
14962,Hyderabad,Telangana,17.332615,78.571781,05-10-2024,09:00,9,Saturday,1,rural,4,0,rain,medium,25,high,drunk driving,fatal,5,5,1,None,0.8
14963,Hyderabad,Telangana,17.475842,78.244404,31-08-2024,18:00,18,Saturday,1,highway,5,0,rain,low,38,high,overspeeding,major,1,1,1,None,0.8
14964,Pune,Maharashtra,18.410994,73.759685,05-09-2024,05:00,5,Thursday,0,highway,2,0,fog,low,21,low,overspeeding,minor,2,1,0,None,0.45
14965,Mumbai,Maharashtra,19.183703,72.789464,20-02-2023,02:00,2,Monday,0,rural,2,1,fog,low,26,high,distraction,minor,2,0,0,None,0.65
14966,Chennai,Tamil Nadu,13.010786,80.25302,04-04-2024,05:00,5,Thursday,0,urban,2,0,fog,low,37,medium,drunk driving,minor,5,1,0,None,0.45
14967,Delhi,Delhi,28.783206,77.143581,24-12-2022,01:00,1,Saturday,1,urban,2,0,rain,medium,23,medium,overspeeding,minor,5,2,0,None,0.25
14968,Pune,Maharashtra,18.455887,73.72746,25-12-2023,23:00,23,Monday,0,rural,6,0,clear,high,35,medium,drunk driving,major,3,1,0,None,0.1
14969,Mumbai,Maharashtra,18.831928,72.881817,26-05-2022,04:00,4,Thursday,0,urban,6,0,clear,high,34,low,distraction,major,2,0,0,None,0.1
14970,Kolkata,West Bengal,22.614179,88.364776,02-07-2023,04:00,4,Sunday,1,urban,5,1,rain,low,38,low,drunk driving,minor,4,0,0,None,0.45
14971,Hyderabad,Telangana,17.464617,78.567738,08-03-2025,01:00,1,Saturday,1,urban,1,1,clear,high,35,low,overspeeding,fatal,3,3,0,None,0.3
14972,Delhi,Delhi,28.58525,77.178561,19-02-2022,14:00,14,Saturday,1,highway,4,0,fog,low,22,medium,distraction,major,2,0,0,None,0.45
14973,Chandigarh,Punjab,30.755375,76.898486,01-09-2024,16:00,16,Sunday,1,rural,2,0,rain,low,17,high,poor road,minor,1,1,0,None,0.65
14974,Chandigarh,Punjab,30.637232,76.832144,14-03-2022,04:00,4,Monday,0,highway,3,1,rain,medium,37,low,drunk driving,minor,4,2,0,None,0.25
14975,Mumbai,Maharashtra,19.199088,72.932352,17-07-2024,01:00,1,Wednesday,0,highway,6,0,rain,medium,36,low,weather,minor,2,2,0,None,0.25
14976,Mumbai,Maharashtra,18.862776,72.815453,28-11-2022,08:00,8,Monday,0,highway,2,0,clear,high,19,medium,weather,minor,5,0,1,None,0.25
14977,Chandigarh,Punjab,30.605373,76.749247,16-11-2024,13:00,13,Saturday,1,rural,5,1,clear,high,33,medium,overspeeding,minor,2,2,0,None,0.1
14978,Chennai,Tamil Nadu,13.195567,80.10394,11-08-2022,23:00,23,Thursday,0,highway,1,1,rain,medium,21,low,distraction,major,4,0,0,None,0.25
14979,Chandigarh,Punjab,30.796502,76.852164,16-01-2024,15:00,15,Tuesday,0,rural,6,0,clear,high,32,low,overspeeding,minor,3,0,0,None,0.1
14980,Pune,Maharashtra,18.654824,73.865604,01-01-2023,14:00,14,Sunday,1,highway,6,1,clear,high,16,low,overspeeding,minor,2,1,0,New Year,0.2
14981,Chennai,Tamil Nadu,12.842082,80.21975,10-12-2024,17:00,17,Tuesday,0,rural,5,1,fog,low,25,high,poor road,minor,1,1,1,None,0.8
14982,Hyderabad,Telangana,17.374166,78.307137,15-05-2023,18:00,18,Monday,0,urban,5,1,clear,high,28,low,weather,major,4,1,1,None,0.25
14983,Chandigarh,Punjab,30.704343,76.714385,22-02-2025,05:00,5,Saturday,1,highway,3,0,fog,low,15,low,drunk driving,major,1,1,0,None,0.45
14984,Bangalore,Karnataka,13.13969,77.449998,13-02-2024,21:00,21,Tuesday,0,rural,6,1,rain,low,20,medium,overspeeding,minor,2,0,0,None,0.45
14985,Chennai,Tamil Nadu,12.810635,80.272388,06-05-2023,18:00,18,Saturday,1,urban,6,0,clear,high,19,high,weather,major,3,2,1,None,0.45
14986,Pune,Maharashtra,18.480365,73.94808,04-09-2023,23:00,23,Monday,0,highway,4,1,clear,high,38,medium,overspeeding,fatal,4,4,0,None,0.3
14987,Kolkata,West Bengal,22.629621,88.489823,09-12-2022,07:00,7,Friday,0,rural,6,1,clear,high,30,medium,distraction,major,3,3,0,None,0.1
14988,Delhi,Delhi,28.547773,77.032732,29-06-2024,02:00,2,Saturday,1,urban,5,0,rain,low,18,low,weather,fatal,1,1,0,None,0.65
14989,Hyderabad,Telangana,17.266579,78.331655,26-07-2022,23:00,23,Tuesday,0,urban,5,1,fog,low,23,low,weather,major,1,1,0,None,0.45
14990,Delhi,Delhi,28.658982,77.029463,01-05-2023,07:00,7,Monday,0,urban,1,1,clear,high,23,low,weather,major,3,3,0,None,0.1
14991,Chandigarh,Punjab,30.642405,76.741502,05-10-2024,10:00,10,Saturday,1,highway,5,0,clear,high,37,high,weather,minor,3,0,1,None,0.45
14992,Mumbai,Maharashtra,18.997186,72.920022,15-01-2022,00:00,0,Saturday,1,highway,2,1,rain,low,26,low,poor road,minor,5,1,0,None,0.45
14993,Kolkata,West Bengal,22.677106,88.343231,19-09-2024,03:00,3,Thursday,0,rural,4,0,clear,high,23,low,distraction,major,2,1,0,None,0.1
14994,Pune,Maharashtra,18.536651,73.861115,23-02-2022,07:00,7,Wednesday,0,urban,2,1,rain,low,39,low,overspeeding,minor,1,0,0,None,0.45
14995,Pune,Maharashtra,18.507808,73.888317,16-05-2024,22:00,22,Thursday,0,urban,6,1,fog,low,33,medium,drunk driving,minor,5,1,0,None,0.45
14996,Bangalore,Karnataka,13.044444,77.728102,09-03-2023,08:00,8,Thursday,0,rural,2,1,rain,medium,38,high,overspeeding,minor,1,0,1,None,0.6
14997,Pune,Maharashtra,18.455929,73.919389,12-08-2023,14:00,14,Saturday,1,highway,3,0,rain,low,30,medium,overspeeding,major,4,1,0,None,0.45
14998,Kolkata,West Bengal,22.421775,88.269288,05-06-2023,18:00,18,Monday,0,highway,5,0,fog,low,26,medium,drunk driving,minor,4,3,1,None,0.6
14999,Chandigarh,Punjab,30.787987,76.782732,10-12-2023,16:00,16,Sunday,1,urban,2,1,fog,low,39,low,overspeeding,minor,2,1,0,None,0.45
15000,Pune,Maharashtra,18.621244,73.902924,24-01-2023,08:00,8,Tuesday,0,urban,6,1,rain,low,39,high,drunk driving,major,3,1,1,None,0.8
15001,Mumbai,Maharashtra,18.900408,72.762346,31-05-2024,20:00,20,Friday,0,highway,5,1,rain,medium,33,high,distraction,minor,4,2,0,None,0.45
15002,Bangalore,Karnataka,12.948422,77.585939,02-11-2022,10:00,10,Wednesday,0,urban,4,0,fog,low,32,medium,weather,fatal,1,1,1,None,0.8
15003,Mumbai,Maharashtra,19.236581,72.795263,29-12-2023,12:00,12,Friday,0,highway,5,1,rain,medium,33,medium,overspeeding,major,2,0,0,None,0.25
15004,Delhi,Delhi,28.472992,76.916556,05-05-2023,03:00,3,Friday,0,highway,4,1,clear,high,36,low,overspeeding,fatal,3,3,0,None,0.3
15005,Delhi,Delhi,28.605275,76.829841,18-01-2025,06:00,6,Saturday,1,rural,6,1,clear,high,32,high,distraction,minor,1,0,0,None,0.3
15006,Delhi,Delhi,28.744687,76.969937,04-08-2024,00:00,0,Sunday,1,highway,2,0,fog,low,29,low,overspeeding,major,4,1,0,None,0.45
15007,Hyderabad,Telangana,17.359676,78.498132,09-12-2024,08:00,8,Monday,0,highway,1,1,rain,medium,30,medium,drunk driving,minor,5,1,1,None,0.4
15008,Kolkata,West Bengal,22.51373,88.465415,25-02-2025,14:00,14,Tuesday,0,urban,1,0,fog,low,19,high,poor road,fatal,2,2,0,None,0.85
